class,val_acc,test_acc,delta,abs_delta
170,0.78,1.0,-0.21999999999999997,0.21999999999999997
438,0.76,1.0,-0.24,0.24
969,0.76,1.0,-0.24,0.24
35,0.66,0.9,-0.24,0.24
371,0.74,1.0,-0.26,0.26
925,0.74,1.0,-0.26,0.26
815,0.74,1.0,-0.26,0.26
36,0.52,0.8,-0.28,0.28
358,0.62,0.9,-0.28,0.28
187,0.62,0.9,-0.28,0.28
374,0.72,1.0,-0.28,0.28
923,0.6,0.9,-0.30000000000000004,0.30000000000000004
689,0.5,0.8,-0.30000000000000004,0.30000000000000004
62,0.7,1.0,-0.30000000000000004,0.30000000000000004
527,0.6,0.9,-0.30000000000000004,0.30000000000000004
272,0.7,1.0,-0.30000000000000004,0.30000000000000004
167,0.48,0.8,-0.32000000000000006,0.32000000000000006
493,0.58,0.9,-0.32000000000000006,0.32000000000000006
86,0.56,0.9,-0.33999999999999997,0.33999999999999997
899,0.46,0.8,-0.34,0.34
40,0.54,0.9,-0.36,0.36
382,0.62,1.0,-0.38,0.38
381,0.46,0.9,-0.44,0.44
240,0.44,0.9,-0.46,0.46
