feature,ks_statistic,wasserstein_dist
f28,0.019320000000000004,0.05944003711223602
f631,0.01930000000000001,0.06409999921441079
f882,0.019280000000000075,0.057625918979644766
f855,0.019279999999999964,0.04126651587367057
f761,0.01926,0.059901410042047507
f113,0.019240000000000007,0.05545579791188242
f678,0.019239999999999924,0.05117840998530388
f91,0.01921999999999996,0.055234376611709594
f14,0.01913999999999999,0.0633462078118324
f579,0.019100000000000006,0.049124423843622186
f674,0.019060000000000077,0.05260620835900309
f191,0.019020000000000037,0.05531502565383911
f592,0.019019999999999926,0.04300785401344297
f284,0.019000000000000017,0.06614324205160144
f979,0.018979999999999997,0.05198837080001831
f279,0.018979999999999997,0.04390124453544619
f806,0.018960000000000088,0.06113211689829824
f132,0.018959999999999977,0.04432631818532944
f983,0.018880000000000008,0.052378409302234655
f992,0.01877999999999999,0.0517391312396526
f434,0.01876,0.04931976572751995
f739,0.01876,0.06340450382351874
f300,0.01873999999999998,0.062302944689989107
f165,0.01870000000000005,0.0664226188528538
f94,0.01866000000000001,0.057394352859258604
f828,0.01863999999999999,0.048849676953554126
f277,0.01861999999999997,0.05528429059028629
f984,0.018579999999999985,0.05038444670915607
f16,0.018520000000000036,0.03500774957656864
f301,0.018480000000000052,0.06488854893326756
f212,0.018440000000000012,0.04831060738801953
f966,0.018419999999999992,0.05083002530455588
f958,0.018419999999999992,0.04970871159791947
f929,0.018320000000000003,0.05053219140172002
f779,0.018320000000000003,0.07360733363747599
f407,0.018299999999999983,0.057932602969408054
f443,0.018299999999999983,0.049763338335752444
f1016,0.018220000000000014,0.05094266715168953
f814,0.018199999999999994,0.051478755431175215
f627,0.018120000000000025,0.06992260727524757
f462,0.018100000000000005,0.06403138442397117
f204,0.01806000000000002,0.053983289293050754
f230,0.018020000000000036,0.040049255790710434
f977,0.018019999999999925,0.05238703243732451
f287,0.018000000000000016,0.046417504038810745
f45,0.018000000000000016,0.05946541975498201
f324,0.017939999999999956,0.056471156597137445
f106,0.017900000000000027,0.05799547490358346
f491,0.0179,0.05092672279477118
f549,0.017880000000000007,0.04895559424042702
f144,0.017859999999999987,0.053100586156845105
f921,0.017839999999999967,0.05079013452649117
f8,0.017820000000000058,0.05438802391886715
f696,0.017740000000000034,0.05296032843947411
f489,0.017739999999999978,0.04353632799625394
f815,0.017719999999999958,0.0557448203587532
f240,0.017699999999999938,0.043288306127786655
f705,0.01768000000000003,0.047253417997360214
f967,0.01765999999999998,0.04076959982395171
f188,0.01763999999999999,0.05808060604333875
f93,0.017620000000000025,0.044552847441434916
f864,0.01758000000000004,0.059730679497718826
f387,0.01756000000000002,0.05772823079109194
f829,0.01749999999999996,0.05664443742990494
f710,0.017479999999999996,0.05613657927632332
f337,0.01741999999999999,0.04995903426527974
f209,0.01741999999999999,0.038568076782226554
f319,0.017360000000000042,0.051709128367900835
f43,0.017340000000000022,0.04812910220146179
f879,0.017340000000000022,0.043807704448699955
f406,0.017320000000000002,0.052964608708620034
f223,0.017320000000000002,0.05390896601319315
f1000,0.017299999999999982,0.050499581915140146
f38,0.017280000000000018,0.053679201894998585
f213,0.017260000000000053,0.051115082296133034
f342,0.017240000000000033,0.04690582680463788
f751,0.017240000000000033,0.039101527533531175
f452,0.017199999999999993,0.05408461297750477
f496,0.017180000000000084,0.0439343273448944
f797,0.017140000000000044,0.06271694984793665
f249,0.017140000000000044,0.05657607099175456
f369,0.017120000000000024,0.052389187874793984
f413,0.017079999999999984,0.039471902725696555
f179,0.017079999999999984,0.043468226499557526
f802,0.01706000000000002,0.03846843565225601
f479,0.016999999999999904,0.05395092076063155
f502,0.016919999999999935,0.05284746013283727
f517,0.016880000000000006,0.052868591082096086
f222,0.016799999999999926,0.03954447734713554
f989,0.016780000000000017,0.04728642672657972
f160,0.016779999999999906,0.0468598134970665
f717,0.016740000000000005,0.04988460081934928
f391,0.016719999999999957,0.054510788912773125
f59,0.016719999999999957,0.047490037267208074
f498,0.016699999999999937,0.05342062938928606
f455,0.016679999999999973,0.04970145490527153
f6,0.016619999999999968,0.04786662487149239
f964,0.01655999999999999,0.05371408471822734
f663,0.01654,0.04915180387496948
f114,0.01646000000000003,0.04999489932656289
f251,0.016460000000000002,0.03820978907704356
f996,0.01641999999999999,0.03297300099968911
f458,0.01641999999999999,0.038221877577304816
f808,0.01639999999999997,0.04706901957154272
f97,0.01638000000000006,0.05345280977964401
f662,0.016380000000000006,0.040137511886358286
f771,0.016359999999999986,0.05547717543959616
f763,0.01634000000000002,0.05053235303163529
f715,0.01630000000000001,0.033126565061807646
f578,0.01629999999999998,0.04812953203201296
f896,0.016240000000000032,0.061037700179815274
f786,0.016220000000000012,0.03564182989835739
f799,0.016220000000000012,0.04323477366805075
f675,0.016179999999999972,0.04292409628748894
f821,0.01606000000000002,0.04360403366208074
f231,0.01606000000000002,0.03677934663772582
f147,0.01605999999999999,0.054689909377098084
f941,0.016020000000000006,0.05443358804821967
f922,0.016000000000000014,0.0340360133385658
f77,0.01591999999999999,0.057374194632768646
f787,0.015900000000000025,0.04675318637609479
f122,0.01589999999999997,0.033688381038904196
f101,0.015880000000000005,0.05630136587381358
f611,0.015880000000000005,0.04238704811334609
f261,0.01586,0.03734621903777126
f587,0.015859999999999985,0.05300402122974395
f600,0.015859999999999985,0.06338171204090118
f365,0.01579999999999998,0.04288582599163056
f552,0.0156400000000001,0.041800759087800954
f10,0.015600000000000003,0.037935176802873574
f303,0.015599999999999947,0.04720538747906679
f658,0.015560000000000004,0.047859057015180596
f832,0.015540000000000012,0.03624661300659182
f793,0.01546000000000003,0.05074595785021785
f894,0.015380000000000005,0.04199336342096327
f665,0.01537999999999995,0.04661685595512392
f495,0.01535999999999993,0.04902566358685492
f637,0.015279999999999988,0.04590089442968368
f90,0.015240000000000031,0.049473232408761975
f99,0.015199999999999991,0.043720151493549304
f826,0.015159999999999951,0.04721375434875486
f756,0.015159999999999951,0.03989658434391023
f58,0.015120000000000022,0.04827265060424807
f73,0.015100000000000002,0.03889459310173988
f953,0.015059999999999962,0.045815872013568834
f109,0.015020000000000033,0.03962605930924417
f228,0.015000000000000013,0.046598455016613013
f248,0.014979999999999993,0.04562822669744492
f68,0.014979999999999993,0.03549841945528988
f885,0.014960000000000084,0.05334306852817536
f461,0.014960000000000001,0.045124710297584525
f629,0.014920000000000044,0.04747584142684939
f862,0.014900000000000024,0.05696386042475701
f785,0.014839999999999964,0.031646027278900174
f1,0.014839999999999964,0.053461662769317644
f137,0.014820000000000055,0.05102721354126928
f820,0.014820000000000055,0.046721522423028926
f877,0.01482,0.03755557909965517
f494,0.014759999999999995,0.04624030978560444
f402,0.014759999999999995,0.03426991770625117
f819,0.014759999999999995,0.04123562315106394
f780,0.014759999999999995,0.029234186152219722
f449,0.01474000000000003,0.0424606328892708
f907,0.014700000000000046,0.047039099509716006
f869,0.014659999999999992,0.04875602442383763
f861,0.01465999999999995,0.043708331527709976
f625,0.014639999999999986,0.042769074987173084
f668,0.014619999999999966,0.043372760658264134
f836,0.014599999999999946,0.04210740804791449
f888,0.014560000000000017,0.03706997466921805
f772,0.014540000000000053,0.04324641435623171
f440,0.014539999999999997,0.03868101803541184
f558,0.014500000000000013,0.04000110089778897
f520,0.014500000000000013,0.04300398007869718
f598,0.014480000000000048,0.037748514285087575
f509,0.014479999999999993,0.05217401791930198
f488,0.014479999999999937,0.0436884497439861
f1015,0.014460000000000028,0.03676261229515076
f325,0.014419999999999988,0.04483097569704056
f280,0.01440000000000001,0.055695749856233594
f393,0.01438000000000006,0.043249654619693774
f84,0.014359999999999928,0.045609588985443095
f522,0.01434000000000002,0.04203596403002738
f867,0.01432,0.03769950683712959
f139,0.01428000000000007,0.04333048349976536
f363,0.014259999999999995,0.04189449297785762
f591,0.014259999999999995,0.04626758853673935
f470,0.01419999999999999,0.041880130234956785
f237,0.014160000000000061,0.03127116702556609
f307,0.014079999999999981,0.05609662558317187
f837,0.014059999999999961,0.05124353106617926
f913,0.013999999999999985,0.0386509466814995
f329,0.013920000000000043,0.025277177268266667
f392,0.013880000000000003,0.05403971556305884
f427,0.013880000000000003,0.049585552742481234
f901,0.013859999999999983,0.047278856904506714
f252,0.013819999999999999,0.029557626146078132
f195,0.013819999999999999,0.0410726919960976
f893,0.013780000000000014,0.029362811138629912
f732,0.01376000000000005,0.03464444218516348
f233,0.013760000000000008,0.039802974101305004
f746,0.013719999999999996,0.05215557562232014
f613,0.013679999999999914,0.03750297311186795
f526,0.01364,0.041167470232248336
f364,0.013600000000000056,0.04696591753840443
f999,0.013540000000000052,0.03618618646979336
f39,0.013539999999999996,0.03198811300754544
f483,0.013539999999999941,0.04643936012864113
f804,0.013520000000000088,0.03719471989512443
f750,0.013380000000000003,0.03519411435484884
f753,0.013379999999999947,0.039523969546556466
f65,0.013340000000000019,0.03448950906515118
f859,0.013340000000000019,0.02287693439602851
f273,0.013340000000000005,0.04740161155343055
f924,0.01333999999999999,0.044074461134672165
f963,0.013319999999999999,0.03870305542588232
f969,0.013280000000000014,0.04340162207126616
f694,0.01328,0.041422708643674824
f420,0.01319999999999999,0.03501205004215239
f982,0.013160000000000005,0.043199851566553114
f381,0.01312000000000002,0.03529919302225113
f196,0.01312000000000002,0.03273723228812218
f812,0.01312000000000002,0.03012959238648415
f306,0.01312000000000002,0.05552343546986576
f638,0.013080000000000036,0.03640694726109505
f676,0.013060000000000016,0.0480324834382534
f0,0.013019999999999976,0.03754179940223697
f451,0.013000000000000012,0.04511291719675065
f524,0.013000000000000012,0.03286377496719359
f852,0.012979999999999992,0.030636945886611953
f762,0.012940000000000007,0.05585289404988288
f492,0.012900000000000023,0.037484574186801914
f258,0.012840000000000074,0.03704863802313806
f614,0.012800000000000034,0.033144481879472734
f540,0.012799999999999978,0.03639538906097417
f576,0.012780000000000014,0.03898607672929763
f687,0.012759999999999994,0.039357213114500036
f736,0.012759999999999994,0.02550289920806882
f962,0.012740000000000008,0.03574285414934156
f174,0.012720000000000009,0.038113223336935016
f372,0.012719999999999954,0.04022103107333178
f954,0.012680000000000025,0.04362770902991294
f703,0.012680000000000025,0.03688681054949759
f302,0.012640000000000012,0.023104718748331088
f107,0.012619999999999992,0.03737385378122332
f145,0.01257999999999998,0.03165333451032637
f153,0.012560000000000016,0.03696970248460772
f940,0.012499999999999956,0.035529234447479234
f270,0.012479999999999991,0.038968628991842245
f44,0.012440000000000007,0.04321012228488925
f79,0.012440000000000007,0.032203455196619026
f972,0.012440000000000007,0.031954497119188276
f121,0.012420000000000098,0.026786445341110222
f603,0.012399999999999994,0.03704669962048532
f23,0.012379999999999947,0.03254110829949377
f848,0.012319999999999998,0.04520717418432235
f609,0.012239999999999918,0.0356154599225521
f973,0.012180000000000024,0.03526718223571773
f543,0.01214000000000004,0.04166794472694401
f69,0.012119999999999964,0.034419681060314185
f895,0.0121,0.04602588564395905
f1017,0.012060000000000015,0.03935485001921654
f27,0.01202000000000003,0.03586178042411808
f773,0.011999999999999997,0.022985753417015083
f531,0.011959999999999998,0.04290598979949953
f915,0.011920000000000042,0.03287291395306589
f130,0.011899999999999994,0.03550979611158371
f9,0.01189999999999991,0.03142102936983106
f722,0.011840000000000003,0.03706826600551607
f919,0.011839999999999962,0.02728160615324976
f570,0.011819999999999997,0.03728407919168475
f239,0.011739999999999973,0.03835000787019729
f507,0.011720000000000008,0.03349217541217803
f431,0.011660000000000031,0.04055700703978534
f995,0.011659999999999893,0.03616822104096413
f1001,0.01162000000000002,0.031035142962932562
f51,0.011559999999999987,0.034808036090135594
f405,0.011440000000000006,0.023046706014871583
f947,0.011420000000000041,0.03541732334017752
f691,0.011419999999999986,0.0314560085773468
f309,0.011319999999999997,0.02602149274349214
f840,0.011220000000000008,0.037249268642663966
f622,0.011140000000000039,0.025994471764564566
f807,0.01108000000000009,0.025411161837577835
f156,0.011020000000000002,0.0332616495680809
f542,0.011020000000000002,0.03438137069821358
f34,0.01092,0.028834186946153605
f263,0.01090000000000002,0.03144709947228436
f463,0.01085999999999998,0.026992530623674377
f582,0.010820000000000052,0.02664710345387454
f943,0.010820000000000052,0.04014820506691931
f49,0.010800000000000032,0.02940407408833505
f529,0.010799999999999976,0.025126779460907005
f416,0.01072,0.0375519605958462
f714,0.010660000000000003,0.027550785670280444
f436,0.010639999999999983,0.03249839001059532
f295,0.010619999999999963,0.027691214801073057
f40,0.010619999999999963,0.018847683346271515
f850,0.010599999999999998,0.02975926639795301
f162,0.010599999999999943,0.031154878854751593
f227,0.010580000000000034,0.02679407690405847
f557,0.010579999999999923,0.031174182112216918
f801,0.010480000000000045,0.021328178895711897
f523,0.010480000000000045,0.029125628497600545
f187,0.010480000000000017,0.03750763563394547
f356,0.010460000000000025,0.03272556687355043
f845,0.010380000000000056,0.03690224044561391
f1018,0.010340000000000002,0.036306071460247044
f644,0.010300000000000087,0.023880234017372128
f224,0.010300000000000004,0.025347898687124247
f597,0.010300000000000004,0.026977228919267675
f157,0.010240000000000027,0.030341927224397696
f677,0.010220000000000007,0.02933413542509079
f651,0.010179999999999967,0.03187771771669387
f713,0.010160000000000002,0.034623685271739965
f777,0.010120000000000018,0.028243645333051702
f728,0.010099999999999998,0.03314519993782046
f796,0.010039999999999993,0.02360343409776691
f991,0.010039999999999993,0.028779645531177518
f1009,0.009979999999999989,0.02402359793901443
f186,0.009700000000000042,0.027046246860027302
f930,0.009699999999999931,0.0323525085890293
f990,0.009579999999999977,0.02726630129694939
f257,0.009480000000000002,0.03375252058148383
f742,0.009440000000000004,0.02669549626946449
f304,0.009440000000000004,0.02501799313902856
f628,0.009419999999999998,0.02126347365975376
f396,0.009419999999999984,0.02142387410402298
f541,0.009240000000000026,0.02859432889461518
f412,0.009179999999999966,0.020399067943096146
f741,0.009079999999999977,0.037800707334279995
f890,0.008919999999999928,0.02104719897150991
f246,0.008899999999999991,0.02235385805010796
f215,0.008879999999999999,0.02862713639974592
f181,0.008760000000000018,0.02610632529020311
f725,0.00875999999999999,0.030495801324844387
f465,0.008700000000000041,0.02788979382038114
f447,0.008660000000000001,0.02276000306963916
f4,0.008479999999999988,0.020219651103019737
f688,0.008360000000000034,0.029712776218652724
f293,0.008339999999999986,0.021048870078325267
f214,0.00825999999999999,0.024803216644525512
f997,0.008199999999999985,0.025032137968540195
f884,0.008020000000000027,0.016535420993566464
f350,0.007999999999999993,0.016600697753429424
f340,0.007979999999999987,0.025563585385084155
f140,0.00784000000000007,0.021326902006864563
f716,0.00766,0.028940550584793105
f316,0.00766,0.024702424495220195
f62,0.007460000000000022,0.025509855532646203
f965,0.007419999999999996,0.025011083601713183
f660,0.007180000000000006,0.014749035176038783
f110,0.007000000000000006,0.013606269077062621
f366,0.006939999999999946,0.020598792576789846
f216,0.0063,0.01365466422080992
